price|quantity|type|timestamp
4644000|0.3217881|1|2024-04-27 17:41:24
4645000|8.3745783|1|2024-04-27 17:41:24
4646000|1.28048732|1|2024-04-27 17:41:24
4647000|6.10629879|1|2024-04-27 17:41:24
4641000|1.34705295|0|2024-04-27 17:41:24
4640000|24.20435623|0|2024-04-27 17:41:24
4638000|0.43567811|0|2024-04-27 17:41:24
4637000|2.17030523|0|2024-04-27 17:41:24
4636000|0.69761277|0|2024-04-27 17:41:24
4643000|0.67531565|1|2024-04-27 17:41:31
4644000|5.53670123|1|2024-04-27 17:41:31
4645000|10.57176504|1|2024-04-27 17:41:31
4646000|1.28048732|1|2024-04-27 17:41:31
4647000|6.18229879|1|2024-04-27 17:41:31
4642000|0.04854366|0|2024-04-27 17:41:31
4641000|0.15913417|0|2024-04-27 17:41:31
4640000|0.0883217|0|2024-04-27 17:41:31
4638000|3.98026272|0|2024-04-27 17:41:31
4637000|0.87871633|0|2024-04-27 17:41:31
4644000|1.53338675|1|2024-04-27 17:41:37
4645000|10.57176504|1|2024-04-27 17:41:37
4646000|1.49572624|1|2024-04-27 17:41:37
4647000|6.10629879|1|2024-04-27 17:41:37
4648000|6.28572957|1|2024-04-27 17:41:37
4643000|1.6875251|0|2024-04-27 17:41:37
4642000|0.83101253|0|2024-04-27 17:41:37
4641000|0.84641241|0|2024-04-27 17:41:37
4640000|0.1883217|0|2024-04-27 17:41:37
4638000|2.70969218|0|2024-04-27 17:41:37
4645000|0.42631453|1|2024-04-27 17:41:43
4646000|1.65417488|1|2024-04-27 17:41:43
4647000|6.82099879|1|2024-04-27 17:41:43
4648000|5.13972957|1|2024-04-27 17:41:43
4649000|0.20785522|1|2024-04-27 17:41:43
4644000|0.15903138|0|2024-04-27 17:41:43
4643000|1.10768899|0|2024-04-27 17:41:43
4642000|1.96182779|0|2024-04-27 17:41:43
4641000|0.2|0|2024-04-27 17:41:43
4640000|1.5183217|0|2024-04-27 17:41:43
4644000|1.43005734|1|2024-04-27 17:41:49
4645000|0.29373059|1|2024-04-27 17:41:49
4646000|2.35897488|1|2024-04-27 17:41:49
4647000|6.12629879|1|2024-04-27 17:41:49
4648000|7.28111128|1|2024-04-27 17:41:49
4643000|5.71056874|0|2024-04-27 17:41:49
4642000|1.96182779|0|2024-04-27 17:41:49
4641000|0.2|0|2024-04-27 17:41:49
4640000|0.1883217|0|2024-04-27 17:41:49
4639000|1.3265|0|2024-04-27 17:41:49
4644000|1.11444635|1|2024-04-27 17:41:55
4645000|0.91789793|1|2024-04-27 17:41:55
4646000|1.65632727|1|2024-04-27 17:41:55
4647000|6.12629879|1|2024-04-27 17:41:55
4648000|5.13972957|1|2024-04-27 17:41:55
4643000|9.20602909|0|2024-04-27 17:41:55
4642000|1.86985031|0|2024-04-27 17:41:55
4641000|0.2|0|2024-04-27 17:41:55
4640000|0.1883217|0|2024-04-27 17:41:55
4638000|2.65858161|0|2024-04-27 17:41:55
4644000|0.93479568|1|2024-04-27 17:42:01
4645000|0.91485079|1|2024-04-27 17:42:01
4646000|1.65632727|1|2024-04-27 17:42:01
4647000|3.50129879|1|2024-04-27 17:42:01
4648000|6.52403965|1|2024-04-27 17:42:01
4643000|9.77145763|0|2024-04-27 17:42:01
4642000|0.79350439|0|2024-04-27 17:42:01
4641000|0.2|0|2024-04-27 17:42:01
4640000|0.1883217|0|2024-04-27 17:42:01
4638000|1.58053073|0|2024-04-27 17:42:01
4644000|1.07304016|1|2024-04-27 17:42:07
4645000|0.22005079|1|2024-04-27 17:42:07
4646000|1.68632727|1|2024-04-27 17:42:07
4647000|3.48129879|1|2024-04-27 17:42:07
4648000|6.39988104|1|2024-04-27 17:42:07
4643000|10.25454475|0|2024-04-27 17:42:07
4642000|0.79350439|0|2024-04-27 17:42:07
4641000|1.27657784|0|2024-04-27 17:42:07
4640000|0.1883217|0|2024-04-27 17:42:07
4638000|1.58053073|0|2024-04-27 17:42:07
4645000|0.22005079|1|2024-04-27 17:42:13
4646000|0.39032727|1|2024-04-27 17:42:13
4647000|3.48345072|1|2024-04-27 17:42:13
4648000|6.39988104|1|2024-04-27 17:42:13
4649000|0.28560946|1|2024-04-27 17:42:13
4643000|9.46181037|0|2024-04-27 17:42:13
4642000|1.30903552|0|2024-04-27 17:42:13
4641000|1.2725|0|2024-04-27 17:42:13
4640000|1.3343217|0|2024-04-27 17:42:13
4638000|1.58053073|0|2024-04-27 17:42:13
4650000|37.24827859|1|2024-04-27 17:42:19
4651000|10.90111228|1|2024-04-27 17:42:19
4652000|1.35722705|1|2024-04-27 17:42:19
4653000|1.28040531|1|2024-04-27 17:42:19
4654000|7.1439876|1|2024-04-27 17:42:19
4648000|1.366|0|2024-04-27 17:42:19
4647000|3.43098|0|2024-04-27 17:42:19
4646000|0.5472|0|2024-04-27 17:42:19
4644000|1.39721063|0|2024-04-27 17:42:19
4643000|9.96656634|0|2024-04-27 17:42:19
4649000|2.186|1|2024-04-27 17:42:25
4650000|25.40416652|1|2024-04-27 17:42:25
4651000|11.11611981|1|2024-04-27 17:42:25
4652000|2.66336153|1|2024-04-27 17:42:25
4653000|3.95253239|1|2024-04-27 17:42:25
4645000|1.24062869|0|2024-04-27 17:42:25
4644000|1.25103505|0|2024-04-27 17:42:25
4643000|9.27210728|0|2024-04-27 17:42:25
4642000|0.01103552|0|2024-04-27 17:42:25
4640000|1.4463217|0|2024-04-27 17:42:25
4649000|3.32068031|1|2024-04-27 17:42:31
4650000|24.24616652|1|2024-04-27 17:42:31
4651000|11.11611981|1|2024-04-27 17:42:31
4652000|2.66336153|1|2024-04-27 17:42:31
4653000|1.57840531|1|2024-04-27 17:42:31
4648000|7.17299917|0|2024-04-27 17:42:31
4645000|0.85630628|0|2024-04-27 17:42:31
4644000|3.24073022|0|2024-04-27 17:42:31
4643000|9.34410728|0|2024-04-27 17:42:31
4642000|1.27903552|0|2024-04-27 17:42:31
4650000|18.0624308|1|2024-04-27 17:42:37
4651000|11.11611981|1|2024-04-27 17:42:37
4652000|2.62536153|1|2024-04-27 17:42:37
4653000|3.88053239|1|2024-04-27 17:42:37
4654000|7.1439876|1|2024-04-27 17:42:37
4648000|7.24647454|0|2024-04-27 17:42:37
4645000|0.85630628|0|2024-04-27 17:42:37
4644000|3.24533022|0|2024-04-27 17:42:37
4643000|9.34410728|0|2024-04-27 17:42:37
4642000|1.27903552|0|2024-04-27 17:42:37
4648000|1.08625109|1|2024-04-27 17:42:43
4649000|1.0|1|2024-04-27 17:42:43
4650000|16.8944308|1|2024-04-27 17:42:43
4651000|11.11611981|1|2024-04-27 17:42:43
4652000|2.62536153|1|2024-04-27 17:42:43
4647000|0.59377133|0|2024-04-27 17:42:43
4645000|1.86061198|0|2024-04-27 17:42:43
4644000|2.11903022|0|2024-04-27 17:42:43
4643000|7.17498377|0|2024-04-27 17:42:43
4642000|1.15303552|0|2024-04-27 17:42:43
4646000|1.294|1|2024-04-27 17:42:49
4647000|1.264|1|2024-04-27 17:42:49
4648000|1.7782926|1|2024-04-27 17:42:49
4649000|2.43110003|1|2024-04-27 17:42:49
4650000|18.15021108|1|2024-04-27 17:42:49
4645000|1.86061198|0|2024-04-27 17:42:49
4644000|0.87841687|0|2024-04-27 17:42:49
4643000|7.17498377|0|2024-04-27 17:42:49
4642000|0.01103552|0|2024-04-27 17:42:49
4640000|0.28161557|0|2024-04-27 17:42:49
4647000|0.00563863|1|2024-04-27 17:42:55
4648000|1.7097926|1|2024-04-27 17:42:55
4649000|2.48710003|1|2024-04-27 17:42:55
4650000|17.98561465|1|2024-04-27 17:42:55
4651000|11.11611981|1|2024-04-27 17:42:55
4646000|0.10517175|0|2024-04-27 17:42:55
4645000|3.94206567|0|2024-04-27 17:42:55
4644000|2.13373946|0|2024-04-27 17:42:55
4643000|5.99040484|0|2024-04-27 17:42:55
4642000|1.31503552|0|2024-04-27 17:42:55
4647000|1.12963863|1|2024-04-27 17:43:02
4648000|1.7101926|1|2024-04-27 17:43:02
4649000|4.95759347|1|2024-04-27 17:43:02
4650000|16.89621108|1|2024-04-27 17:43:02
4651000|11.11611981|1|2024-04-27 17:43:02
4646000|0.10094277|0|2024-04-27 17:43:02
4645000|2.83873023|0|2024-04-27 17:43:02
4644000|3.37429055|0|2024-04-27 17:43:02
4643000|5.75040484|0|2024-04-27 17:43:02
4642000|0.01103552|0|2024-04-27 17:43:02
4645000|0.8881627|1|2024-04-27 17:43:08
4646000|1.342|1|2024-04-27 17:43:08
4647000|1.43503863|1|2024-04-27 17:43:08
4648000|0.4302926|1|2024-04-27 17:43:08
4649000|5.11210003|1|2024-04-27 17:43:08
4644000|1.43396252|0|2024-04-27 17:43:08
4643000|5.68444059|0|2024-04-27 17:43:08
4642000|0.01103552|0|2024-04-27 17:43:08
4640000|0.20961557|0|2024-04-27 17:43:08
4639000|1.24163925|0|2024-04-27 17:43:08
4640000|0.81034417|1|2024-04-27 17:43:14
4644000|0.22622477|1|2024-04-27 17:43:14
4645000|1.188|1|2024-04-27 17:43:14
4646000|0.076|1|2024-04-27 17:43:14
4647000|1.17963863|1|2024-04-27 17:43:14
4638000|0.22360937|0|2024-04-27 17:43:14
4637000|2.6157|0|2024-04-27 17:43:14
4636000|1.24201558|0|2024-04-27 17:43:14
4635000|1.24757497|0|2024-04-27 17:43:14
4632000|0.07|0|2024-04-27 17:43:14
4640000|0.52179014|1|2024-04-27 17:43:20
4642000|0.00118483|1|2024-04-27 17:43:20
4644000|1.95283768|1|2024-04-27 17:43:20
4645000|1.188|1|2024-04-27 17:43:20
4646000|0.076|1|2024-04-27 17:43:20
4639000|0.24700045|0|2024-04-27 17:43:20
4637000|1.268|0|2024-04-27 17:43:20
4636000|1.24201558|0|2024-04-27 17:43:20
4635000|1.226|0|2024-04-27 17:43:20
4632000|1.3995|0|2024-04-27 17:43:20
4639000|0.03887876|1|2024-04-27 17:43:26
4640000|0.17959835|1|2024-04-27 17:43:26
4642000|0.00716417|1|2024-04-27 17:43:26
4644000|0.30022477|1|2024-04-27 17:43:26
4645000|1.298|1|2024-04-27 17:43:26
4636000|2.5165|0|2024-04-27 17:43:26
4635000|2.39275|0|2024-04-27 17:43:26
4634000|1.04359014|0|2024-04-27 17:43:26
4632000|0.3289381|0|2024-04-27 17:43:26
4631000|4.35248866|0|2024-04-27 17:43:26
4638000|0.0668582|1|2024-04-27 17:43:32
4639000|4.4361074|1|2024-04-27 17:43:32
4640000|0.24638591|1|2024-04-27 17:43:32
4642000|0.00597934|1|2024-04-27 17:43:32
4643000|1.288|1|2024-04-27 17:43:32
4635000|1.35123122|0|2024-04-27 17:43:32
4634000|1.60023236|0|2024-04-27 17:43:32
4632000|1.6637381|0|2024-04-27 17:43:32
4631000|2.625|0|2024-04-27 17:43:32
4630000|0.078|0|2024-04-27 17:43:32
4639000|1.22143362|1|2024-04-27 17:43:38
4640000|0.24638591|1|2024-04-27 17:43:38
4642000|0.00597934|1|2024-04-27 17:43:38
4644000|2.74970242|1|2024-04-27 17:43:38
4645000|1.298|1|2024-04-27 17:43:38
4637000|1.23440165|0|2024-04-27 17:43:38
4636000|0.9097|0|2024-04-27 17:43:38
4635000|2.66975094|0|2024-04-27 17:43:38
4634000|1.60023236|0|2024-04-27 17:43:38
4632000|0.3289381|0|2024-04-27 17:43:38
4639000|0.26842212|1|2024-04-27 17:43:44
4640000|0.28028591|1|2024-04-27 17:43:44
4642000|0.00597934|1|2024-04-27 17:43:44
4644000|0.29822477|1|2024-04-27 17:43:44
4645000|1.80047256|1|2024-04-27 17:43:44
4637000|5.56049074|0|2024-04-27 17:43:44
4636000|0.9097|0|2024-04-27 17:43:44
4635000|2.7856477|0|2024-04-27 17:43:44
4634000|1.60023236|0|2024-04-27 17:43:44
4632000|0.3289381|0|2024-04-27 17:43:44
4640000|0.10721802|1|2024-04-27 17:43:50
4642000|0.00597934|1|2024-04-27 17:43:50
4643000|0.00131362|1|2024-04-27 17:43:50
4644000|0.22622477|1|2024-04-27 17:43:50
4646000|0.30222477|1|2024-04-27 17:43:50
4639000|0.18585909|0|2024-04-27 17:43:50
4638000|2.54656866|0|2024-04-27 17:43:50
4637000|5.56049074|0|2024-04-27 17:43:50
4635000|1.65385787|0|2024-04-27 17:43:50
4634000|1.68501984|0|2024-04-27 17:43:50
4642000|0.44211506|1|2024-04-27 17:43:56
4643000|0.00131362|1|2024-04-27 17:43:56
4644000|0.656888|1|2024-04-27 17:43:56
4647000|4.19971056|1|2024-04-27 17:43:56
4648000|0.07733383|1|2024-04-27 17:43:56
4639000|1.3289|0|2024-04-27 17:43:56
4638000|1.30189996|0|2024-04-27 17:43:56
4637000|5.56049074|0|2024-04-27 17:43:56
4636000|0.072|0|2024-04-27 17:43:56
4635000|1.65385787|0|2024-04-27 17:43:56
4642000|0.132137|1|2024-04-27 17:44:02
4643000|0.00131362|1|2024-04-27 17:44:02
4644000|0.656888|1|2024-04-27 17:44:02
4647000|0.00563863|1|2024-04-27 17:44:02
4648000|0.07733383|1|2024-04-27 17:44:02
4640000|2.5249|0|2024-04-27 17:44:02
4639000|0.50759915|0|2024-04-27 17:44:02
4638000|1.82443697|0|2024-04-27 17:44:02
4637000|10.47109716|0|2024-04-27 17:44:02
4636000|0.072|0|2024-04-27 17:44:02
4642000|6.079e-05|1|2024-04-27 17:44:08
4643000|0.21669161|1|2024-04-27 17:44:08
4644000|0.656888|1|2024-04-27 17:44:08
4647000|0.00563863|1|2024-04-27 17:44:08
4648000|0.0794853|1|2024-04-27 17:44:08
4640000|3.65353286|0|2024-04-27 17:44:08
4639000|0.25379915|0|2024-04-27 17:44:08
4638000|1.82443697|0|2024-04-27 17:44:08
4637000|6.03713321|0|2024-04-27 17:44:08
4636000|0.072|0|2024-04-27 17:44:08
4647000|0.00563863|1|2024-04-27 17:44:14
4648000|0.0034853|1|2024-04-27 17:44:14
4649000|0.21725104|1|2024-04-27 17:44:14
4650000|16.73175737|1|2024-04-27 17:44:14
4651000|12.55726387|1|2024-04-27 17:44:14
4644000|0.6868|0|2024-04-27 17:44:14
4643000|2.471|0|2024-04-27 17:44:14
4642000|2.63548071|0|2024-04-27 17:44:14
4641000|1.25|0|2024-04-27 17:44:14
4640000|1.23833286|0|2024-04-27 17:44:14
4644000|0.06826093|1|2024-04-27 17:44:20
4647000|3.85063863|1|2024-04-27 17:44:20
4648000|0.0034853|1|2024-04-27 17:44:20
4649000|1.55836386|1|2024-04-27 17:44:20
4650000|16.73175737|1|2024-04-27 17:44:20
4643000|0.10248628|0|2024-04-27 17:44:20
4642000|1.87171464|0|2024-04-27 17:44:20
4640000|2.513|0|2024-04-27 17:44:20
4639000|1.73821426|0|2024-04-27 17:44:20
4638000|1.90043697|0|2024-04-27 17:44:20
4646000|1.13301935|1|2024-04-27 17:44:27
4647000|0.00563863|1|2024-04-27 17:44:27
4648000|0.31257171|1|2024-04-27 17:44:27
4649000|1.55836386|1|2024-04-27 17:44:27
4650000|19.33188445|1|2024-04-27 17:44:27
4644000|0.75458474|0|2024-04-27 17:44:27
4643000|0.86210979|0|2024-04-27 17:44:27
4642000|3.13171464|0|2024-04-27 17:44:27
4641000|1.2982|0|2024-04-27 17:44:27
4640000|1.2|0|2024-04-27 17:44:27
4650000|13.71343062|1|2024-04-27 17:44:33
4651000|17.23417343|1|2024-04-27 17:44:33
4652000|0.28592412|1|2024-04-27 17:44:33
4653000|1.35440531|1|2024-04-27 17:44:33
4654000|6.01013629|1|2024-04-27 17:44:33
4644000|7.61279158|0|2024-04-27 17:44:33
4643000|2.15850979|0|2024-04-27 17:44:33
4642000|3.13171464|0|2024-04-27 17:44:33
4640000|3.901|0|2024-04-27 17:44:33
4639000|1.68526591|0|2024-04-27 17:44:33
4649000|0.08008469|1|2024-04-27 17:44:39
4650000|13.71343062|1|2024-04-27 17:44:39
4651000|10.94626387|1|2024-04-27 17:44:39
4652000|0.28592412|1|2024-04-27 17:44:39
4653000|3.95453239|1|2024-04-27 17:44:39
4645000|2.5484|0|2024-04-27 17:44:39
4644000|10.15639623|0|2024-04-27 17:44:39
4643000|0.86210979|0|2024-04-27 17:44:39
